Geographic Area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit of Measure
Caribbean,Weight-for-age <-2 SD (Underweight),Total,1998,6,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,1999,6,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2000,6,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2001,6,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2002,5,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2003,5,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2004,5,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2005,5,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2006,5,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2008,4,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2009,4,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2010,4,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2014,4,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
Caribbean,Weight-for-age <-2 SD (Underweight),Total,2020,3,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1985,17,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1986,16,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1987,15,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1988,15,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1989,14,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1990,14,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1991,13,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1992,13,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1993,12,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1994,12,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1995,11,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1996,11,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1997,10,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1998,10,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,1999,9,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2000,9,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2001,9,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2002,8,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2003,8,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2004,8,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2005,7,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2006,7,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2007,7,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2008,6,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2009,6,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2010,6,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2011,6,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2012,5,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2013,5,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2014,5,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2015,5,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2016,4,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2017,4,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2018,4,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2019,4,Percent
Western Asia,Weight-for-age <-2 SD (Underweight),Total,2020,4,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1985,32,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1986,31,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1987,30,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1988,29,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1989,29,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1990,28,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1991,27,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1992,27,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1993,26,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1994,26,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1995,25,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1996,25,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1997,25,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1998,24,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,1999,24,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2000,23,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2001,22,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2002,22,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2003,22,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2004,21,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2005,21,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2006,20,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2007,20,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2008,19,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2009,19,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2010,18,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2011,18,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2012,17,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2013,17,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2014,16,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2015,16,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2016,15,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2017,15,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2018,15,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2019,14,Percent
Less Developed Regions,Weight-for-age <-2 SD (Underweight),Total,2020,14,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1985,31,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1986,31,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1987,30,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1988,30,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1989,29,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1990,28,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1991,28,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1992,27,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1993,27,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1994,26,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1995,26,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1996,25,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1997,25,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1998,24,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,1999,24,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2000,23,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2001,23,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2002,23,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2003,22,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2004,22,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2005,21,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2006,21,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2007,20,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2008,20,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2009,19,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2010,19,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2011,19,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2012,18,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2013,18,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2014,18,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2015,17,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2016,17,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2017,16,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2018,16,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2019,16,Percent
Eastern Africa,Weight-for-age <-2 SD (Underweight),Total,2020,15,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1985,29,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1986,28,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1987,28,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1988,28,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1989,27,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1990,27,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1991,26,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1992,26,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1993,26,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1994,25,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1995,25,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1996,25,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1997,24,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1998,24,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,1999,24,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2000,23,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2001,23,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2002,22,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2003,22,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2004,22,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2005,21,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2006,21,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2007,21,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2008,20,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2009,20,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2010,20,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2011,20,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2012,19,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2013,19,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2014,19,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2015,18,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2016,18,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2017,18,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2018,17,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2019,17,Percent
Western Africa,Weight-for-age <-2 SD (Underweight),Total,2020,17,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1985,25,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1986,25,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1987,24,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1988,24,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1989,24,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1990,23,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1991,23,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1992,23,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1993,22,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1994,22,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1995,22,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1996,21,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1997,21,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1998,21,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,1999,20,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2000,20,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2001,20,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2002,20,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2003,19,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2004,19,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2005,19,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2006,18,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2007,18,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2008,18,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2009,17,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2010,17,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2011,17,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2012,16,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2013,16,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2014,16,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2015,15,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2016,15,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2017,15,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2018,14,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2019,14,Percent
Africa,Weight-for-age <-2 SD (Underweight),Total,2020,14,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1985,13,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1986,12,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1987,12,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1988,12,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1989,11,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1990,11,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1991,11,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1992,11,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1993,10,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1994,10,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1995,10,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1996,9,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1997,9,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1998,9,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,1999,9,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2000,9,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2001,8,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2002,8,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2003,8,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2004,8,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2005,7,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2006,7,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2007,7,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2008,7,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2009,7,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2010,6,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2011,6,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2012,6,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2013,6,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2014,6,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2015,6,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2016,5,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2017,5,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2018,5,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2019,5,Percent
Northern Africa,Weight-for-age <-2 SD (Underweight),Total,2020,5,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1985,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1986,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1987,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1988,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1989,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1990,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1991,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1992,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1993,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1994,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1995,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1996,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1997,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1998,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,1999,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2000,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2001,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2002,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2003,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2004,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2005,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2006,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2007,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2008,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2009,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2010,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2011,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2012,18,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2013,19,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2014,19,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2015,19,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2016,19,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2017,19,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2018,19,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2019,19,Percent
Oceania excluding Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2020,19,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1985,13,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1986,12,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1987,12,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1988,11,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1989,11,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1990,10,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1991,10,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1992,10,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1993,9,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1994,9,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1995,9,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1996,8,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1997,8,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1998,8,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,1999,7,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2000,7,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2001,7,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2002,7,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2003,6,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2004,6,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2005,6,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2006,6,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2008,5,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2009,5,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2010,5,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2011,5,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2014,4,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2015,4,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2016,4,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2017,4,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
Central America,Weight-for-age <-2 SD (Underweight),Total,2020,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1985,7,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1986,7,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1987,7,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1988,7,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1989,6,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1990,6,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1991,6,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1992,6,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1993,6,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1994,5,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1995,5,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1996,5,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1997,5,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1998,5,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,1999,5,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2000,4,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2001,4,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2002,4,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2003,4,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2004,4,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2005,4,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2006,4,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2007,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2008,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2009,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2010,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2011,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2012,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2013,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2014,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2017,2,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2018,2,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2019,2,Percent
South America,Weight-for-age <-2 SD (Underweight),Total,2020,2,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1985,38,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1986,36,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1987,35,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1988,34,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1989,33,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1990,32,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1991,31,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1992,31,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1993,30,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1994,30,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1995,30,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1996,30,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1997,29,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1998,28,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,1999,28,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2000,27,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2001,26,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2002,25,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2003,25,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2004,25,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2005,24,Percent
